cntr_01,dist_x,pang_x,ra_01,dec_01,ra_w,dec_w,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,ra,dec,dpos_arcs,xc,exc,flux,dflux,ra_radio,dec_radio,d2d_radio,dra_arcs,ddec_arcs,flag,flux_adj,dflux_adj,wi_f,ewi_f,wi0_f,ewi0_f,x_f,ex_f,rad_f,erad_f,xray,mir,radio,exray,emir,eradio
4537,8.013658,5.624224,186.44417,18.9775,186.4444007,18.9797153,0.0916,0.0942,-0.0121,15.105,0.038,28.8,1.839,14.774,0.061,17.7,1.017,12.43,,0.8,0.9676,8.877,,0.1,0.8631,1.0,17.071,0.202,15.865,,15.294,0.153,186.44417,18.9775,17,0.04001,0.01145,67.2,2.1,186.447458333,18.9783055556,11.5640651098,0.45,0.6,nv,67.2,2.1,2.29734515532e-26,,5.08546248754e-27,-7.19008428609e-28,7.19604316547e-31,2.05935251799e-31,6.72e-25,2.1e-26,-3.84923669533,0.654895793787,2.12103881793,0.138532258897,,0.0628420883589
